evaporation_from_vegetation_transpiration_sum,soil_temperature_level_1,surface_net_solar_radiation_sum,temperature_2m,total_precipitation_sum,ndvi
1.86E-09,291.5156473,1.19E+07,289.9773566,1.71E-06,0.306345256
0,290.4350363,1.20E+07,288.2836793,2.57E-06,0.305789788
0,290.0170975,1.14E+07,287.6461054,1.36E-07,0.305234319
9.31E-10,290.3996735,1.17E+07,288.429238,2.13E-06,0.304678851
9.31E-10,290.3287989,1.19E+07,287.9760882,4.35E-07,0.304123383
0,290.4314378,1.18E+07,288.264623,2.57E-06,0.303567915
0,290.7461306,1.17E+07,289.0729802,0,0.303012446
0,290.8645903,1.19E+07,289.9059175,8.52E-07,0.302456978
9.31E-10,290.5165272,1.14E+07,288.0548827,8.42E-06,0.30190151
0,290.341512,1.16E+07,287.7419993,0,0.301346042
9.31E-10,289.64376,1.18E+07,286.9098422,4.07E-06,0.300790573
0,289.1228244,1.22E+07,286.5351416,8.52E-07,0.300235105
9.31E-10,289.0661577,1.23E+07,286.6171405,4.41E-07,0.299679637
0,288.3616638,1.24E+07,285.8999736,1.28E-06,0.299124169
9.31E-10,287.9155928,1.22E+07,284.9735463,2.57E-06,0.2985687
9.31E-10,288.0980511,1.26E+07,286.0422433,8.60E-07,0.298013232
9.31E-10,288.0068398,1.28E+07,285.9139551,1.72E-06,0.297457764
9.31E-10,287.8638325,1.28E+07,285.3111471,1.71E-06,0.296902296
0,287.935936,1.24E+07,285.5115,4.97E-07,0.296346828
1.86E-09,288.3351682,1.29E+07,286.3623816,8.46E-07,0.295791359
9.31E-10,288.5508327,1.29E+07,286.5693862,4.43E-07,0.295235891
0,288.6370958,1.18E+07,285.5715052,2.70E-06,0.294680423
9.31E-10,289.2041213,1.30E+07,287.137942,4.35E-07,0.294124955
0,289.0394128,1.32E+07,287.2242406,0,0.293569486
9.31E-10,288.9016431,1.31E+07,286.849081,1.82E-06,0.293014018
0,288.8000463,1.33E+07,286.2800954,4.35E-07,0.29245855
0,288.7245757,1.20E+07,286.1767712,3.67E-06,0.291903082
0,289.7016856,1.34E+07,288.5111752,1.72E-06,0.291347613
0,290.7115561,1.34E+07,289.4825211,9.50E-07,0.290792145
0,290.1198298,1.37E+07,288.1571274,0,0.290236677
0,289.7005018,1.33E+07,287.6566594,6.43E-08,0.289681209
1.86E-09,289.3835608,1.37E+07,287.5506134,4.35E-07,0.289125741
0,289.8809662,1.30E+07,288.0615698,0.004697281,0.298442453
0,289.9854577,1.22E+07,287.9970099,4.01E-04,0.307759166
0,289.4419092,1.36E+07,287.3175608,8.55E-07,0.307972485
0,289.4181163,1.38E+07,287.2791475,0,0.308185804
0,289.1656729,1.41E+07,287.1225351,0,0.308399123
0,289.3018723,1.42E+07,287.6164958,1.72E-06,0.308612442
0,289.8773982,1.42E+07,288.5575066,0,0.308825761
9.31E-10,291.5585779,1.41E+07,291.2987919,1.29E-06,0.30903908
0,292.0659447,1.41E+07,291.0233529,8.52E-07,0.309252399
0,292.1551418,1.40E+07,290.4540895,1.29E-06,0.309465718
0,292.9333878,1.44E+07,291.8083216,1.30E-06,0.309679037
0,293.2706229,1.41E+07,291.2832031,0,0.309892356
9.31E-10,291.7948424,1.50E+07,289.4416587,0,0.310105675
0,291.5421511,1.19E+07,289.7073962,1.28E-06,0.310318995
9.31E-10,292.3168201,1.09E+07,291.2030881,4.35E-07,0.310532314
0,291.2982464,1.31E+07,289.0735766,0,0.310745633
0,291.1336886,1.47E+07,289.0264924,1.29E-06,0.310958952
0,291.0352313,1.54E+07,288.9696814,0,0.310937732
9.31E-10,291.1159992,1.48E+07,289.4363639,0,0.310916513
0,291.603473,1.15E+07,290.2795817,3.92E-05,0.310895294
9.31E-10,291.0107759,9112594.75,289.6111743,0.004234073,0.310874075
0,292.5551853,1.37E+07,291.0044098,3.48E-06,0.310852855
0,292.0253232,1.58E+07,290.2983418,1.73E-06,0.310831636
0,292.0156829,1.57E+07,290.1704559,1.72E-06,0.310810417
0,292.8960832,1.55E+07,291.1065528,8.56E-07,0.310789198
0,293.2962564,1.57E+07,291.7901166,2.58E-06,0.313024953
0,293.1632023,1.62E+07,291.0301463,8.52E-07,0.315260708
0,293.3418401,1.63E+07,291.3160623,1.72E-06,0.306613932
9.31E-10,293.8427525,1.62E+07,291.8616206,1.28E-06,0.297967156
0,294.736948,1.60E+07,293.6658465,8.59E-07,0.289320379
0,296.1254425,1.61E+07,294.8603064,1.28E-06,0.300770432
0,297.0059713,1.57E+07,295.6381931,8.52E-07,0.312220484
9.31E-10,297.327486,1.34E+07,295.8534851,0.004006511,0.312592864
0,297.2186515,1.56E+07,295.7976748,9.46E-05,0.312965244
0,296.191829,1.69E+07,294.446174,1.70E-06,0.313337624
0,296.3624503,1.65E+07,294.0991236,1.72E-06,0.295521066
0,297.2124456,1.65E+07,295.3404846,8.52E-07,0.277704507
0,297.2759062,1.68E+07,295.9514809,8.52E-07,0.280049731
0,298.1701908,1.64E+07,297.0908457,5.46E-05,0.282394956
9.31E-10,298.4308167,1.65E+07,297.5099761,3.40E-05,0.28474018
9.31E-10,298.5939789,1.53E+07,296.710893,3.28E-04,0.292797431
0,297.6250076,1.69E+07,295.2134883,2.02E-04,0.300854683
9.31E-10,296.9656766,1.82E+07,295.0040239,0,0.29772536
0,297.0029386,1.84E+07,294.7355703,0,0.294596036
9.31E-10,297.8877602,1.82E+07,295.2871494,1.71E-06,0.291466713
0,298.4996516,1.82E+07,296.8090553,4.35E-07,0.293149531
0,298.646169,1.87E+07,297.1892236,0,0.294832349
0,299.0440063,1.86E+07,296.9575068,2.14E-06,0.295061032
0,299.7433249,1.85E+07,297.7871354,0,0.295289715
0,300.3197416,1.87E+07,298.2454357,1.28E-06,0.295518398
0,301.3848527,1.79E+07,299.5811666,4.58E-04,0.29400928
0,299.5963001,1.60E+07,296.2425989,0.003144946,0.292500162
0,298.598306,1.77E+07,296.1996555,3.66E-04,0.290991044
0,297.8988374,1.96E+07,295.7946447,0,0.289481926
0,298.1719666,1.99E+07,296.1516692,8.52E-07,0.287972808
0,299.2619279,1.97E+07,297.0205644,1.74E-06,0.288206279
0,300.245498,1.95E+07,298.5333074,0,0.288439751
0,300.1524302,1.59E+07,297.8033568,0.002780821,0.296686391
0,300.3230648,1.78E+07,298.2025471,5.96E-06,0.304933031
0,300.0777016,1.82E+07,297.9944655,4.08E-07,0.313179672
0,300.7723478,1.98E+07,298.3828087,1.72E-06,0.308001071
0,301.112807,2.01E+07,298.7597154,1.71E-06,0.302822471
0,301.4589698,1.99E+07,299.6875801,8.52E-07,0.298907618
0,302.0384521,2.03E+07,299.9277229,1.72E-06,0.294992765
0,302.4830837,1.97E+07,300.352773,3.09E-06,0.291077912
0,302.3591805,2.04E+07,300.0323995,2.14E-06,0.296710551
9.31E-10,301.2713629,1.76E+07,298.4761988,7.88E-04,0.30234319
0,301.3362516,1.93E+07,298.8102703,5.64E-06,0.298603346
0,302.0422103,1.98E+07,299.7394714,0,0.294863502
0,303.3052794,2.01E+07,301.1170483,4.35E-07,0.291123658
0,304.5612971,1.92E+07,302.0062898,7.05E-06,0.286994159
9.31E-10,305.0626017,1.93E+07,302.2750206,1.80E-04,0.28286466
0,305.2760181,2.01E+07,302.3780041,2.30E-05,0.283890903
0,304.4552511,1.84E+07,301.2791576,0.002245815,0.284917146
0,300.9327094,1.52E+07,297.6894353,0.007987114,0.285943389
0,302.2251701,1.91E+07,300.0066217,4.60E-04,0.270002171
0,301.4632874,1.62E+07,298.9766617,0.00230169,0.254060954
0,302.7200502,1.90E+07,299.9756546,3.78E-04,0.256384665
0,302.5438951,1.77E+07,300.0439377,0.001407008,0.258708376
9.31E-10,302.9061635,1.93E+07,299.7142016,4.31E-04,0.261032087
0,302.5648333,2.09E+07,299.8770529,1.71E-06,0.263355798
9.31E-10,303.0062974,2.12E+07,301.5126177,8.52E-07,0.265679508
0,304.1300564,2.06E+07,302.6111012,3.36E-06,0.26763286
1.86E-09,304.170634,1.90E+07,302.9232299,4.98E-04,0.269586211
0,304.6520615,1.92E+07,302.8570881,0.001079332,0.271539563
0,305.0823682,2.16E+07,303.8365777,0,0.273492914
0,305.6902186,2.05E+07,304.2191588,5.14E-05,0.275446266
0,305.4595693,1.81E+07,303.1762091,4.00E-04,0.275992115
0,305.2940426,2.17E+07,302.4285412,1.27E-06,0.276537965
0,304.5401128,2.22E+07,301.8721581,0,0.277083814
0,304.3457514,2.24E+07,301.4793835,0,0.304356068
0,305.2795563,2.19E+07,302.6223132,8.52E-07,0.331628323
0,306.1883895,2.18E+07,303.6987699,1.72E-06,0.337082793
0,306.2288837,2.11E+07,304.1201763,0.001415191,0.342537264
0,305.8545221,2.00E+07,302.9869347,0.001175665,0.347991735
0,306.1323586,2.01E+07,303.5631517,5.07E-04,0.315333188
9.31E-10,306.5245736,1.99E+07,303.4919338,0.001213538,0.28267464
0,305.5616379,2.01E+07,302.5157509,7.70E-04,0.28107664
0,305.956363,2.11E+07,303.0301221,2.65E-06,0.279478639
0,306.0999654,2.02E+07,302.5674979,0.001153418,0.277880639
9.31E-10,304.3672295,1.69E+07,301.4140568,7.11E-04,0.277977461
0,306.4269288,2.09E+07,303.4627927,7.98E-05,0.278074282
0,307.1924381,1.99E+07,304.109127,2.54E-04,0.278171104
9.31E-10,308.0760994,2.06E+07,305.3147933,3.71E-04,0.278267926
0,307.6932983,2.04E+07,305.2077268,5.47E-05,0.278364748
0,306.698712,1.99E+07,303.5880706,6.35E-04,0.306158945
0,306.6319122,2.14E+07,303.4174398,1.98E-05,0.333953142
0,306.8083591,2.22E+07,303.9914532,8.58E-07,0.335547457
0,308.2826455,2.20E+07,305.6795527,1.73E-06,0.337141772
0,308.9607487,2.10E+07,306.3218009,7.36E-05,0.338736087
0,308.5276775,1.98E+07,304.8259265,0.004425588,0.337937891
0,304.9872506,1.75E+07,301.2684568,0.004903288,0.337139696
0,306.211141,1.99E+07,303.0441017,7.62E-05,0.351794491
9.31E-10,307.2074413,2.12E+07,304.4620756,3.42E-04,0.366449287
9.31E-10,307.6332493,2.13E+07,304.8191611,2.28E-05,0.381104082
0,307.442826,2.08E+07,304.2775224,8.38E-04,0.383159608
0,307.8828996,2.11E+07,304.8724194,8.46E-05,0.385215133
0,308.4715881,2.14E+07,305.8107338,1.09E-06,0.379217058
0,308.8501123,2.23E+07,305.9411011,1.28E-06,0.373218983
0,308.9429315,2.22E+07,306.0632712,8.53E-07,0.367220908
9.31E-10,310.0735378,2.13E+07,306.9363295,4.62E-04,0.338720992
0,309.7150033,2.06E+07,305.9241028,0.001052309,0.310221076
0,309.1754309,2.23E+07,306.0560201,4.35E-07,0.308948556
0,309.2478402,2.27E+07,306.4060192,8.54E-07,0.307676035
9.31E-10,309.6712704,2.19E+07,306.5495485,5.80E-04,0.306403515
0,309.521431,2.06E+07,306.0240815,1.21E-04,0.305130994
0,309.7436275,2.10E+07,305.8426145,1.56E-04,0.303858474
9.31E-10,309.6214015,2.06E+07,305.6949037,4.45E-05,0.302585953
0,309.5610275,2.03E+07,304.9152215,0.002453356,0.301313433
0,307.3018748,1.89E+07,303.6564852,0.001517989,0.300040913
9.31E-10,306.3138968,1.65E+07,303.0274334,6.25E-04,0.298768392
0,308.1495431,1.88E+07,304.9729722,1.43E-04,0.297495872
0,308.9122938,1.82E+07,306.1304181,2.99E-05,0.29855146
0,309.5773748,1.98E+07,306.8263512,2.58E-04,0.299607048
0,310.4767844,1.97E+07,307.044658,0.00143959,0.300662637
0,308.5578238,1.51E+07,305.5339502,0.004261758,0.297560382
0,306.5842749,1.58E+07,303.5302639,0.002201298,0.294458127
1.86E-09,307.3375041,1.66E+07,304.4858087,0.006793263,0.291355872
9.31E-10,306.7750104,1.50E+07,304.2121766,0.005857099,0.288253617
0,307.8275337,1.99E+07,306.2420139,3.39E-05,0.285151362
9.31E-10,309.0623055,2.11E+07,307.5517298,4.73E-06,0.289927334
9.31E-10,309.732338,2.07E+07,307.8405145,1.68E-04,0.294703305
0,309.6525675,2.02E+07,307.2907925,1.22E-04,0.295570146
9.31E-10,309.7397677,1.87E+07,306.6054891,1.86E-05,0.296436988
9.31E-10,308.5138575,1.61E+07,304.9957129,4.74E-04,0.297303829
0,308.8614445,1.86E+07,305.5242831,5.61E-04,0.298170671
0,308.9482123,1.93E+07,305.8463516,5.18E-04,0.299037512
0,309.6990102,2.07E+07,306.1350212,3.39E-05,0.299904354
1.86E-09,310.8150762,2.06E+07,307.401022,7.82E-08,0.300771195
9.31E-10,311.7107976,2.00E+07,308.2974192,5.30E-05,0.301638037
0,312.0019372,1.91E+07,308.4027487,3.80E-04,0.30123435
0,312.2361285,1.97E+07,308.350563,9.48E-05,0.300830664
0,311.8440768,1.90E+07,308.2378769,3.91E-05,0.300426978
0,312.612999,2.02E+07,309.0388578,2.53E-05,0.300023291
0,310.9082375,1.87E+07,305.6356525,0.006607234,0.299619605
9.31E-10,307.1277949,1.51E+07,303.5107384,0.00672939,0.299215918
9.31E-10,305.8017419,1.37E+07,303.5932045,0.001677022,0.298812232
0,305.2461325,1.38E+07,303.1251049,0.005856281,0.298408545
9.31E-10,306.1718019,1.54E+07,303.6991857,0.003697157,0.298004859
9.31E-10,304.3860664,9169199.375,302.1086572,0.02452786,0.297601172
9.31E-10,302.347421,5896564.125,300.7192567,0.014033522,0.297197486
9.31E-10,303.5705891,1.24E+07,302.0968068,0.003154,0.296793799
0,304.6033255,1.77E+07,303.0337149,0.002037643,0.296390113
1.86E-09,305.6723455,1.95E+07,304.8278618,2.55E-05,0.295986426
0,306.340498,1.85E+07,305.0666828,9.05E-05,0.29558274
0,307.1227214,1.90E+07,305.542352,1.23E-04,0.295179053
1.86E-09,307.0021121,1.68E+07,304.9354216,0.001098298,0.294775367
0,305.7849604,1.46E+07,303.6252562,0.003679112,0.29437168
0,304.7365837,1.11E+07,303.0128028,0.007189251,0.293967994
9.31E-10,304.2770824,1.12E+07,302.7035217,0.007048145,0.293564307
0,302.5557187,7631275.5,300.7566255,0.017400462,0.293160621
0,302.579291,9125786,301.4279677,0.01439045,0.292756934
0,302.2336814,7709202,301.1419608,0.013338342,0.292353248
0,303.1483523,1.23E+07,302.3604476,0.004399556,0.291949561
0,304.0158768,1.54E+07,303.2725302,0.001926533,0.291545875
9.31E-10,304.7542349,1.71E+07,303.9100183,0.006547096,0.291142188
9.31E-10,304.3410505,1.50E+07,303.2225761,0.001462792,0.290738502
1.86E-09,304.8757432,1.76E+07,303.7349981,0.002775599,0.290334815
1.86E-09,304.9803683,1.53E+07,303.5570634,0.008694565,0.289931129
0,302.7525317,8034035.25,300.9805711,0.006404462,0.289527443
0,303.1076393,1.22E+07,302.1660951,0.004509834,0.289123756
0,302.96079,1.08E+07,302.2119726,0.00344115,0.28872007
0,303.0658913,1.26E+07,302.1056487,0.004133893,0.288316383
0,303.2556381,1.24E+07,301.5910784,0.017025387,0.287912697
0,301.4321842,6220693.75,300.2146912,0.017408367,0.28750901
0,301.2980836,8599734.375,300.0806561,0.047002599,0.287105324
9.31E-10,300.6311843,4847133.625,299.4957129,0.036784639,0.286701637
1.86E-09,301.6921361,1.01E+07,300.5845998,0.011570399,0.286297951
9.31E-10,300.764829,5156047.125,299.7590116,0.020345797,0.285894264
0,300.5719624,5235190.25,299.3920161,0.017307913,0.285490578
9.31E-10,300.3818665,4730787.125,299.4502449,0.014514839,0.285086891
0,299.9537487,3442325.125,298.9450912,0.013173602,0.284683205
0,300.5042521,6143036.5,299.6086229,0.020436741,0.284279518
9.31E-10,300.7317511,6356328.125,300.21665,0.032902763,0.283875832
0,300.1544698,5598036.75,299.4772027,0.021232093,0.283472145
0,301.7033831,1.25E+07,300.6897812,0.003664214,0.283068459
9.31E-10,301.6613127,1.06E+07,301.004804,0.010656568,0.282664772
0,302.7204189,1.67E+07,302.3032099,0.00154044,0.282261086
0,303.0486018,1.65E+07,302.1561921,0.002305786,0.281857399
0,303.4167182,1.43E+07,302.3952389,0.010758068,0.281453713
0,301.5311782,5905982.75,300.0790113,0.025602954,0.281050026
0,301.0315978,5923861.625,299.9589901,0.019915039,0.28064634
0,302.1276334,1.31E+07,300.6669674,0.01279272,0.280242653
9.31E-10,302.8396988,1.41E+07,301.5671488,0.004941582,0.279838967
9.31E-10,301.932586,9601020.75,300.8003839,0.013426004,0.27943528
9.31E-10,302.5342274,1.38E+07,302.1655897,0.004234863,0.279031594
0,303.1597341,1.50E+07,302.6651084,0.002257843,0.278627908
0,303.0025202,1.27E+07,302.0751724,0.005754872,0.278224221
0,303.6871096,1.40E+07,302.8460147,0.007731957,0.277820535
0,303.3037122,1.34E+07,302.3492037,0.00374962,0.277416848
9.31E-10,303.5070852,1.57E+07,302.7154757,0.001806853,0.277013162
9.31E-10,302.1515064,8687597.875,301.0061824,0.021681114,0.276609475
0,301.3205338,6437270.25,300.1986275,0.060862117,0.276205789
0,300.5918325,3959682.125,299.4756381,0.082742333,0.275802102
9.31E-10,300.2965488,3662347,299.2935117,0.023651168,0.275398416
0,299.9766458,3033131.625,299.2133458,0.023399752,0.274994729
0,300.8824011,8535492.75,300.5124232,0.016424545,0.274591043
0,301.477218,1.08E+07,300.8874232,0.008064375,0.274187356
9.31E-10,301.5659256,9895722.375,300.8108718,0.008260133,0.27378367
0,301.5763454,8729132.625,300.5495631,0.014451101,0.273379983
9.31E-10,301.1006362,7581863.25,299.9172211,0.012556803,0.272976297
0,301.7575442,1.22E+07,301.0622482,0.003222652,0.27257261
0,301.2551753,9677439.625,299.9331029,0.022549486,0.272168924
0,300.8630632,8880703.625,299.7301566,0.013315887,0.271765237
0,301.0467154,8656074.25,300.0261752,0.007549892,0.271361551
0,301.6048775,1.11E+07,300.4107558,0.009781612,0.270957864
0,302.2282581,1.29E+07,301.0435867,0.008030835,0.270554178
0,302.3531062,1.39E+07,301.7084115,0.002876891,0.270150491
9.31E-10,301.7072264,1.31E+07,300.8310184,0.004685624,0.269746805
0,301.9035734,1.55E+07,300.9936848,4.34E-04,0.269343118
0,302.0369562,1.50E+07,300.7866236,9.01E-04,0.268939432
0,301.3817094,1.09E+07,300.122172,0.004318677,0.268535745
0,301.4748815,1.30E+07,300.4017735,0.003995957,0.268132059
9.31E-10,301.5952543,1.41E+07,300.6398538,0.002413395,0.267728373
9.31E-10,301.7445056,1.59E+07,300.81287,3.08E-04,0.267324686
9.31E-10,301.795934,1.65E+07,300.9738503,4.28E-04,0.267389166
0,301.6995608,1.71E+07,300.9046516,9.06E-06,0.267453647
0,301.7338829,1.74E+07,300.7460302,9.95E-06,0.267518127
0,301.4028893,1.80E+07,300.1967723,2.15E-06,0.267582607
0,300.9332364,1.78E+07,300.4619433,8.58E-07,0.267647088
0,302.0694351,1.73E+07,301.389979,4.67E-04,0.270618454
0,299.8177535,6975459.75,298.7640012,0.010284042,0.27358982
0,299.888188,1.13E+07,299.3137213,0.013120368,0.276561186
0,299.8649222,8841196.961,299.403677,0.007269614,0.279532552
0,301.008372,1.50E+07,300.5989456,0.002951019,0.282503918
9.31E-10,300.5964171,1.11E+07,299.2534485,0.001499122,0.285475284
0,300.7815456,1.38E+07,299.434927,9.97E-04,0.28844665
0,300.8449739,1.25E+07,299.796416,5.63E-04,0.291418016
0,301.3220609,1.50E+07,300.3264135,4.66E-04,0.294389382
9.31E-10,301.416055,1.68E+07,300.7086245,2.01E-05,0.297360748
9.31E-10,300.8286921,1.72E+07,299.9767787,8.58E-07,0.291716605
0,300.3927091,1.72E+07,299.322909,0,0.286072463
0,300.7151292,1.71E+07,299.9593836,1.71E-06,0.284747253
0,301.0860062,1.68E+07,300.2027473,1.28E-06,0.283422043
9.31E-10,300.8521907,1.59E+07,299.4221058,6.88E-04,0.282096833
0,300.2039916,1.67E+07,298.9424222,4.45E-06,0.286268964
9.31E-10,300.1207136,1.68E+07,299.0568269,1.29E-06,0.290441096
0,299.8623327,1.66E+07,298.6828804,3.01E-05,0.294621151
9.31E-10,299.7533131,1.66E+07,298.638073,4.26E-07,0.298801206
0,300.3697586,1.60E+07,299.8047098,1.65E-05,0.302981261
0,300.7012965,1.55E+07,300.0959841,1.51E-05,0.307161316
0,300.4256903,1.44E+07,299.1333809,1.05E-04,0.311341371
0,300.1504262,1.45E+07,298.7002996,1.66E-04,0.315521426
0,299.3221645,1.57E+07,297.7235864,5.96E-07,0.319701482
0,298.4526914,1.64E+07,297.1516787,0,0.323881537
0,298.2554804,1.62E+07,297.2040005,8.58E-07,0.306911662
0,298.8294493,1.53E+07,297.9135303,8.52E-07,0.289941788
0,299.4563122,1.56E+07,298.5102132,8.52E-07,0.288114995
0,299.6857516,1.53E+07,299.0704206,9.34E-05,0.286288202
0,299.9139055,1.48E+07,298.9148642,6.34E-06,0.284461409
0,299.532739,1.50E+07,298.2637685,1.06E-04,0.29701525
9.31E-10,299.1879508,1.52E+07,298.0461667,8.52E-07,0.309569091
0,298.1875769,1.57E+07,296.5464478,0,0.309393962
0,297.7429447,1.53E+07,295.6936105,8.61E-07,0.309218834
0,297.3209235,1.55E+07,295.9000244,8.58E-07,0.309043705
0,297.7038829,1.50E+07,296.1836758,1.28E-06,0.309671938
0,298.2224191,1.49E+07,296.8735676,0,0.310300171
0,298.5053431,1.44E+07,296.7406629,1.43E-04,0.306241761
0,298.0488364,1.47E+07,296.3124555,4.35E-07,0.30218335
0,297.7811044,1.49E+07,296.2483597,8.53E-07,0.298124939
0,297.8973223,1.46E+07,296.4156507,8.58E-07,0.280716628
0,298.2952983,1.45E+07,296.8150495,1.71E-06,0.263308316
0,298.7505906,1.43E+07,297.0436891,8.52E-07,0.264516264
9.31E-10,298.5555172,1.39E+07,296.8152593,0,0.265724212
9.31E-10,298.4571228,1.27E+07,296.9046256,3.48E-04,0.26693216
0,297.7212474,1.20E+07,296.3645045,0.00139579,0.268140107
0,297.504591,1.41E+07,295.4361451,8.52E-07,0.269348055
0,296.5395654,1.42E+07,294.4416873,8.52E-07,0.271274169
9.31E-10,295.4138819,1.42E+07,292.6803087,8.52E-07,0.273200283
0,295.6995277,1.39E+07,293.2668324,8.52E-07,0.275126398
0,296.2152042,1.36E+07,293.9086882,8.58E-07,0.265878156
0,296.5813376,1.34E+07,294.1502775,4.26E-07,0.256629914
0,296.4636599,1.34E+07,294.3456427,8.52E-07,0.258346868
0,296.9113127,1.32E+07,295.1934153,8.68E-07,0.260063821
0,297.299551,1.25E+07,295.4823208,8.88E-05,0.261780775
0,296.8692163,1.14E+07,295.2038383,8.97E-04,0.263497728
0,296.9511134,1.20E+07,295.3387076,3.23E-05,0.265214682
0,295.3667971,1.34E+07,293.0925649,8.52E-07,0.265214682
0,294.5363197,1.33E+07,292.1532599,1.29E-06,0.265214682
0,294.6327724,1.29E+07,292.3337739,0,0.265214682
0,295.2818438,1.18E+07,293.4158688,1.72E-06,0.263788149
9.31E-10,295.8148816,1.27E+07,294.5671679,4.35E-07,0.262361616
0,295.27528,1.30E+07,293.1863937,0,0.265066137
9.31E-10,294.733923,1.24E+07,292.4377785,8.52E-07,0.267770658
0,294.5493959,1.29E+07,292.9752038,0,0.270475179
0,293.7660993,1.28E+07,291.8740737,0,0.275112525
0,294.4027538,1.23E+07,292.1454938,1.02E-08,0.27974987
0,295.002346,1.23E+07,293.0105445,8.52E-07,0.280172832
9.31E-10,295.0783037,1.13E+07,293.5239493,5.12E-08,0.280595794
0,294.9821053,9744519.5,293.1082249,2.60E-06,0.281018756
9.31E-10,295.0907917,1.21E+07,293.1252104,1.71E-06,0.281441718
0,294.4447676,1.22E+07,292.0480633,2.58E-06,0.28186468
9.31E-10,293.293464,1.23E+07,291.1885338,0,0.282287642
0,293.1409105,1.21E+07,290.6853428,0,0.282710604
0,292.9497306,1.21E+07,290.6436672,0,0.283133566
0,292.945329,1.20E+07,290.5453854,8.58E-07,0.287717986
0,292.4166082,1.21E+07,289.9580135,0,0.292302406
0,292.3260307,1.20E+07,289.9698277,1.72E-06,0.296886826
0,292.0652288,1.20E+07,289.8288733,8.58E-07,0.301471245
0,291.6427981,1.20E+07,288.9947249,8.52E-07,0.306055665
0,291.2416859,1.20E+07,289.1131872,0,0.303209126
0,291.0757478,1.19E+07,289.0389818,0,0.300362587
0,291.3899867,1.17E+07,289.4299208,0,0.3015347
0,290.4273427,7016127,288.6633167,2.98E-04,0.302706814
0,290.5938695,9904859.75,288.5818164,4.94E-04,0.303878927
1.86E-09,290.8462168,1.16E+07,288.9310659,4.35E-07,0.305051041
9.31E-10,290.3314082,1.20E+07,287.937926,8.55E-07,0.306223154
0,290.3705387,1.21E+07,288.050904,1.29E-06,0.300294032
0,290.3634478,1.03E+07,288.4150829,1.70E-06,0.294364909
0,290.4014867,1.19E+07,288.1074454,8.64E-07,0.288435787
0,289.9007899,1.19E+07,287.2154999,8.52E-07,0.286587641
0,289.7759864,1.21E+07,287.3066406,8.52E-07,0.284739494
0,289.1761856,1.22E+07,286.6381944,1.71E-06,0.284938077
9.31E-10,288.790748,1.21E+07,286.8685106,8.58E-07,0.28513666
9.31E-10,288.8684718,1.21E+07,286.4789047,8.52E-07,0.285335243
0,288.9566619,1.21E+07,286.9527143,8.52E-07,0.284742653
0,288.5802504,1.23E+07,286.3783862,8.55E-07,0.284150064
0,288.204017,1.23E+07,285.591987,4.26E-07,0.29192701
0,288.227211,1.21E+07,286.2062823,8.46E-07,0.299703956
9.31E-10,288.0053895,1.22E+07,285.7196821,2.57E-06,0.307480901
0,287.5470378,1.23E+07,285.5389258,2.15E-06,0.310084149
0,288.3338515,1.21E+07,286.0606174,1.72E-06,0.312687397
9.31E-10,288.8510609,1.23E+07,287.1134656,1.72E-06,0.304395457
0,289.038393,1.22E+07,286.7591604,1.32E-05,0.296103517
9.31E-10,289.7123318,1.18E+07,287.6305459,1.70E-06,0.287811577
0,289.5777429,1.22E+07,287.8142071,0,0.289520279
1.86E-09,289.3051548,1.21E+07,287.4541683,8.52E-07,0.29122898
0,289.6212781,1.22E+07,287.9406211,0,0.290761083
0,289.6328405,1.05E+07,288.0127767,0.005752649,0.290293187
0,289.6097215,1.13E+07,287.9200827,7.06E-05,0.28982529
9.31E-10,289.1370341,1.22E+07,287.3692646,8.52E-07,0.289357394
0,288.9181283,1.26E+07,286.9100691,1.30E-06,0.288889498
0,288.6210569,1.27E+07,286.5216096,4.35E-07,0.288968583
0,288.8989875,1.26E+07,286.8975887,2.15E-06,0.289047668
0,289.5064119,1.26E+07,287.959507,0,0.289126754
0,290.3074932,1.16E+07,288.6986752,2.85E-05,0.296895936
0,289.3786888,1.34E+07,287.59736,1.29E-06,0.304665118
0,288.4472377,1.31E+07,285.791647,0,0.297062178
0,288.1606236,1.08E+07,286.1872635,8.58E-07,0.289459238
0,289.3994706,1.31E+07,287.5030944,4.23E-07,0.281856298
0,289.7624906,1.33E+07,287.8098342,2.57E-06,0.293016255
1.86E-09,290.4165471,1.30E+07,288.593888,8.52E-07,0.304176211
1.86E-09,290.947979,1.28E+07,290.1217035,8.52E-07,0.301213592
0,291.9658534,1.15E+07,291.2396488,0.004716847,0.298250973
0,290.9135291,9201432.875,290.1853034,0.00639623,0.295288354
0,289.6999804,9230137,287.6740926,0.002057637,0.292325735
9.31E-10,289.8977369,1.20E+07,287.815986,1.31E-05,0.289363116
9.31E-10,288.453701,1.01E+07,286.3995419,0.004147427,0.290903986
0,288.5855223,1.06E+07,286.4715894,5.08E-04,0.292444855
0,288.1732534,1.33E+07,286.0678895,2.72E-06,0.293985724
0,288.1389243,1.40E+07,285.9606832,4.18E-07,0.301421389
0,288.1291631,1.43E+07,286.0932547,1.70E-06,0.308857054
9.31E-10,288.2591585,1.35E+07,287.014204,1.99E-04,0.310002079
9.31E-10,288.987079,1.15E+07,287.9344641,1.96E-04,0.311147104
