evaporation_from_vegetation_transpiration_sum,soil_temperature_level_1,surface_net_solar_radiation_sum,temperature_2m,total_precipitation_sum,ndvi
0,295.5553417,1.40E+07,293.567824,2.58E-06,0.291224518
0,295.3991032,1.38E+07,293.5956287,1.30E-06,0.292180043
0,295.4762637,1.36E+07,294.6347758,2.57E-06,0.293135568
0,295.4910132,1.36E+07,294.8251406,8.64E-07,0.294091094
1.86E-09,295.8156554,1.34E+07,294.337038,8.52E-07,0.295046619
0,295.5453796,1.35E+07,294.2018293,8.55E-07,0.296002144
0,295.3941383,1.31E+07,294.0194143,0,0.296957669
0,295.12463,1.31E+07,293.5882104,1.29E-06,0.297913194
1.86E-09,294.8562463,1.33E+07,293.4147097,2.58E-06,0.292013526
0,294.3848686,1.33E+07,292.5604623,0,0.286113858
0,294.101373,1.31E+07,291.9852257,0,0.28021419
9.31E-10,293.9529724,1.30E+07,292.6708686,0,0.281102392
9.31E-10,294.143781,1.28E+07,293.1249002,0,0.281990594
0,294.5703589,1.28E+07,293.2676436,1.28E-06,0.282878795
9.31E-10,294.918752,1.29E+07,294.1112289,2.99E-06,0.283766997
0,294.4758981,1.28E+07,292.8366248,0,0.284655198
0,294.3610853,1.23E+07,293.0167472,1.76E-06,0.2855434
0,294.6478672,1.26E+07,293.8052381,0,0.286431602
0,293.8683001,1.24E+07,292.2323405,8.52E-07,0.287319803
0,294.0595703,1.23E+07,292.328715,8.52E-07,0.288208005
0,293.6540286,1.23E+07,291.6375173,1.74E-06,0.289096206
0,294.2977479,1.06E+07,292.8634294,2.43E-06,0.289055938
0,294.9534187,1.10E+07,293.6363258,1.49E-06,0.28901567
9.31E-10,295.6124229,1.06E+07,293.926185,1.57E-06,0.288975401
0,294.7751503,1.18E+07,292.5288995,2.57E-06,0.288935133
0,293.8435179,1.19E+07,291.5412655,1.28E-06,0.288894864
0,293.3732421,1.19E+07,291.1992893,0,0.288854596
0,292.9827232,1.19E+07,291.142388,0,0.288814327
0,292.8049761,1.17E+07,291.6721026,8.52E-07,0.288774059
0,292.494599,1.19E+07,290.1172873,1.28E-06,0.28873379
0,292.13178,1.19E+07,289.7022273,1.72E-06,0.288693522
0,292.2838294,1.18E+07,290.2382577,1.29E-06,0.288653253
9.31E-10,292.5690505,1.12E+07,290.1261819,1.33E-06,0.288612985
0,293.2709974,1.16E+07,291.94133,4.86E-07,0.288572716
0,293.2429161,1.19E+07,291.8374348,9.90E-07,0.288532448
9.31E-10,292.7449443,1.18E+07,291.1095079,0,0.28849218
9.31E-10,292.3025176,1.20E+07,290.5276674,1.28E-06,0.288451911
0,291.196895,1.19E+07,288.970129,8.58E-07,0.288411643
9.31E-10,291.0415993,1.14E+07,288.2774188,2.89E-06,0.288371374
9.31E-10,291.0702076,1.15E+07,288.6913942,0,0.288331106
9.31E-10,290.6348381,1.20E+07,288.0886218,8.52E-07,0.288290837
9.31E-10,290.7704112,1.20E+07,289.0267239,0,0.288250569
0,290.954071,1.21E+07,289.4204407,0,0.2882103
9.31E-10,290.2322941,1.19E+07,287.5723451,3.01E-06,0.288170032
9.31E-10,290.6611741,1.12E+07,288.4330985,4.76E-07,0.288129763
0,291.7461287,1.16E+07,289.7218221,8.52E-07,0.288089495
0,291.337719,9680382.375,289.3931707,5.79E-06,0.288049227
9.31E-10,291.6748269,1.07E+07,289.8970343,0.001741466,0.288008958
0,291.2546387,1.18E+07,289.6867619,0,0.287811168
0,290.4158999,1.19E+07,288.1953971,1.29E-06,0.287613377
0,290.6230278,1.15E+07,288.345808,9.32E-07,0.287415586
9.31E-10,290.6942933,1.13E+07,288.4042816,0,0.287217796
0,290.9386514,1.16E+07,289.0782674,1.20E-06,0.287020005
9.31E-10,291.2580681,1.05E+07,289.4970646,3.51E-06,0.286822215
9.31E-10,291.1055012,9861221.5,289.280611,0.001783556,0.286624424
0,290.7192046,9992137.875,289.0755107,0.001615971,0.286426634
1.86E-09,291.169548,1.20E+07,289.4226964,1.34E-06,0.286228843
0,291.1546828,1.16E+07,289.2025592,1.06E-06,0.286031052
0,291.1843936,1.20E+07,289.6165123,1.72E-06,0.285833262
0,291.5936076,1.05E+07,289.998457,0.001893965,0.285635471
0,290.0651169,7538640.125,288.4113979,0.009768647,0.285437681
9.31E-10,290.2801062,9635807.125,288.8488617,4.70E-07,0.28523989
0,290.126709,1.03E+07,288.8169238,1.72E-06,0.2850421
9.31E-10,288.5939662,1.28E+07,285.9733804,0,0.284844309
0,286.9107361,1.31E+07,283.9156494,2.57E-06,0.284646519
9.31E-10,286.4192664,1.31E+07,283.4014015,0,0.284448728
0,287.1559957,1.27E+07,284.7715028,1.29E-06,0.284250937
0,287.4362564,1.32E+07,285.3947932,2.56E-06,0.284053147
0,287.9687614,1.24E+07,286.5804749,1.00E-05,0.283462995
0,289.2502314,1.13E+07,288.3278599,7.11E-05,0.282872844
0,288.8880952,1.31E+07,286.6159801,1.43E-05,0.282282692
0,289.1228619,1.31E+07,287.0026913,4.35E-07,0.281692541
0,289.8161068,1.31E+07,288.2281411,4.35E-07,0.281102389
0,289.323534,1.32E+07,287.5693843,8.52E-07,0.280512238
0,289.3918851,1.19E+07,287.8068695,0,0.279922086
0,291.0577488,1.32E+07,290.0772444,1.28E-06,0.279331934
0,291.828729,1.35E+07,291.0436707,1.73E-06,0.278741783
0,291.5251064,1.36E+07,290.1687578,8.52E-07,0.278151631
0,291.8430278,1.29E+07,290.5636628,0,0.278141439
0,292.6569042,1.33E+07,291.7690341,0.008359882,0.278131247
0,289.5183207,6065779.875,287.3160928,0.011785497,0.278121054
0,289.8073521,1.07E+07,287.9583607,2.52E-05,0.278110862
0,290.2058919,1.26E+07,288.8988393,9.51E-07,0.278100669
0,290.4046211,1.25E+07,288.6746985,2.51E-06,0.278090477
0,290.8362859,1.35E+07,289.3730501,1.42E-06,0.278080285
9.31E-10,290.8414516,1.42E+07,289.0256411,1.28E-06,0.278070092
0,290.7875468,1.42E+07,288.9529063,8.58E-07,0.2780599
9.31E-10,290.6395505,1.45E+07,289.5327702,1.29E-06,0.278049707
0,291.1554731,1.25E+07,289.9753227,3.72E-06,0.278039515
0,292.7057234,1.24E+07,292.2433987,0.002951157,0.278029323
0,292.6942425,1.33E+07,291.4958032,9.97E-05,0.27801913
0,291.342797,1.51E+07,289.5648238,2.14E-06,0.278008938
9.31E-10,290.889499,1.46E+07,289.2003339,4.35E-07,0.277998745
0,290.8689982,1.48E+07,289.5256265,8.52E-07,0.277988553
0,290.4119689,1.55E+07,288.4336541,0,0.277978361
0,290.8614941,1.52E+07,288.9738458,1.29E-06,0.277968168
0,291.5886637,1.55E+07,290.0940266,0,0.277957976
0,292.621987,1.53E+07,291.4038836,2.14E-06,0.277947783
0,292.4626719,1.59E+07,290.8147863,4.35E-07,0.277937591
0,292.5361678,1.55E+07,290.6030534,0,0.277927399
0,293.6752516,1.51E+07,292.1516088,2.58E-06,0.277917206
0,294.31884,1.33E+07,292.8704726,2.57E-06,0.277907014
0,295.5941658,1.48E+07,294.0688438,8.52E-07,0.277896821
0,295.9353008,1.57E+07,294.4184214,1.71E-06,0.277886629
0,296.8566367,1.58E+07,295.8227882,3.57E-04,0.277876437
0,296.3220431,1.56E+07,294.6794415,2.24E-06,0.277866244
0,295.4602311,1.64E+07,293.6524442,0,0.277856052
0,294.3138256,1.73E+07,292.6930586,1.29E-06,0.27784586
0,293.8751386,1.73E+07,292.2895953,8.52E-07,0.277858178
0,294.0043513,1.71E+07,292.4930477,2.57E-06,0.277870496
0,294.3533624,1.73E+07,292.805631,1.29E-06,0.277882814
0,294.6868744,1.75E+07,292.8833688,4.26E-07,0.277895133
0,295.8529854,1.71E+07,294.9254595,5.15E-06,0.277907451
9.31E-10,297.2485167,1.59E+07,295.8926818,1.11E-04,0.277919769
9.31E-10,296.6685511,1.52E+07,295.0072403,6.21E-04,0.277932088
9.31E-10,296.7499065,1.76E+07,294.9585711,1.72E-06,0.277944406
0,296.0321776,1.81E+07,293.3325055,4.35E-07,0.277956724
0,295.8246651,1.80E+07,293.5603739,0,0.277969042
0,295.5967814,1.86E+07,293.5583401,1.72E-06,0.277981361
0,295.9116262,1.73E+07,294.1296234,0,0.277993679
0,295.9371891,1.46E+07,293.9732539,0.001777358,0.278005997
0,296.1519826,1.57E+07,294.085132,0.003538484,0.278018316
0,292.3945351,9925615.996,289.5801563,0.008391373,0.278030634
0,291.943985,1.32E+07,288.9548283,0.005732203,0.278042952
0,291.8509356,1.81E+07,289.793993,1.68E-05,0.278055271
0,291.9184151,1.94E+07,289.888848,0,0.278067589
0,293.4443455,1.92E+07,291.8882834,2.15E-06,0.278079907
0,294.182572,1.85E+07,293.0689405,2.15E-06,0.278092225
0,295.6299566,1.89E+07,294.7270985,3.64E-04,0.278104544
0,296.1622448,1.89E+07,294.7057699,1.31E-04,0.278116862
0,296.0984008,1.96E+07,294.1239669,1.72E-06,0.27812918
0,296.9707184,1.73E+07,295.1595891,2.83E-04,0.278141499
0,297.2829965,1.96E+07,295.6477432,8.52E-07,0.278153817
0,298.4261157,1.96E+07,296.8175913,8.58E-07,0.278166135
0,299.2935263,1.94E+07,297.8128974,8.52E-07,0.278178453
0,300.5301361,1.93E+07,298.7735119,0,0.278190772
0,301.2262338,1.86E+07,299.4361865,7.29E-04,0.27820309
4.66E-10,300.8198497,2.01E+07,299.2822882,1.70E-06,0.278215408
0,301.3676078,1.98E+07,299.4283352,3.01E-06,0.278227727
0,301.8521779,1.97E+07,299.2901243,4.35E-07,0.278240045
0,302.7074623,1.98E+07,300.6202806,8.52E-07,0.278252363
0,303.7420883,1.99E+07,302.2026704,1.72E-06,0.276952403
0,304.345075,2.01E+07,303.2812138,0,0.275652443
0,304.7083549,2.02E+07,302.462965,1.29E-06,0.274352482
0,304.8193556,1.90E+07,303.1141427,0,0.273052522
0,304.5617657,2.04E+07,301.9645576,8.55E-07,0.271752562
0,304.3031019,1.93E+07,302.3514868,5.68E-04,0.270452602
0,304.4941959,2.05E+07,302.2254817,1.24E-06,0.269152641
0,303.5941544,1.87E+07,301.3644873,5.28E-04,0.269594105
9.31E-10,302.7520727,1.79E+07,300.8618628,0.001486266,0.270035569
9.31E-10,302.5207621,1.87E+07,299.7354546,4.68E-05,0.270477034
0,303.0240288,2.14E+07,300.5835209,1.28E-06,0.270918498
9.31E-10,302.237807,2.17E+07,300.1044102,4.26E-07,0.271359962
9.31E-10,301.8616041,2.20E+07,299.8479799,8.52E-07,0.271801426
0,302.458245,2.18E+07,300.771534,0,0.27224289
0,303.8212166,2.16E+07,301.1918774,2.58E-06,0.272684354
0,304.6395601,2.13E+07,302.4947472,8.55E-07,0.273125818
0,304.927899,2.01E+07,302.4508807,1.98E-05,0.273567282
9.31E-10,306.0018063,2.11E+07,303.4846299,8.52E-07,0.274008746
9.31E-10,305.9154752,2.10E+07,302.957208,0,0.27445021
0,306.8729115,1.94E+07,304.1980311,2.58E-06,0.274891675
0,308.1311506,1.98E+07,305.3975595,4.41E-07,0.274582509
0,307.818903,1.99E+07,304.5391591,8.52E-07,0.274273344
0,308.0136445,2.05E+07,305.03379,5.36E-05,0.273964179
0,308.0202039,2.07E+07,304.7409789,1.72E-06,0.273655014
0,307.2229576,2.01E+07,302.5949561,0.005775621,0.273345849
0,306.096824,1.97E+07,302.478124,0.001164008,0.273036684
0,306.0131092,2.05E+07,303.5114212,2.12E-05,0.272727519
0,305.4913044,2.21E+07,303.9660136,1.71E-06,0.275328384
0,305.3541215,2.16E+07,303.210118,2.28E-07,0.277929249
1.86E-09,305.9070543,2.15E+07,303.329387,7.18E-06,0.280530113
9.31E-10,306.4487292,2.09E+07,304.0011145,4.47E-06,0.283130978
0,307.2091668,2.10E+07,304.235932,8.53E-04,0.285731843
9.31E-10,306.7779961,2.07E+07,303.4993337,7.87E-04,0.288332708
0,305.897363,2.06E+07,302.7754529,4.13E-05,0.290933572
0,306.115715,2.19E+07,303.0028006,1.71E-06,0.293534437
0,305.6923307,1.80E+07,302.9068069,0.001774678,0.296135302
0,305.6351159,1.94E+07,303.1584721,1.16E-04,0.298736166
0,306.9096699,2.20E+07,304.5360641,0,0.301337031
0,307.999019,2.18E+07,305.8360538,1.71E-06,0.303937896
0,308.2197342,2.09E+07,305.4684594,4.60E-04,0.306538761
0,307.7604198,2.00E+07,305.0138232,0.001719554,0.304410819
0,307.9246012,2.13E+07,304.3830795,1.80E-04,0.302282878
0,307.5281289,2.14E+07,304.1272297,1.16E-06,0.300154937
0,308.5789433,2.05E+07,305.3894087,1.52E-04,0.298026996
0,308.3472939,2.02E+07,304.5475241,0.001899975,0.295899055
0,308.7767169,2.02E+07,305.7504349,8.52E-07,0.293771114
0,309.1605555,2.11E+07,306.5635509,0,0.291643173
0,308.9343561,2.11E+07,306.3812497,1.73E-06,0.291571674
0,308.8300203,2.14E+07,305.6403828,0.001453032,0.291500176
0,307.7112052,1.88E+07,303.5393022,0.002314254,0.291428678
0,307.6757209,2.07E+07,303.5432034,0.001117111,0.29135718
0,308.2791049,2.04E+07,304.8766689,2.68E-04,0.291285682
0,308.5201499,2.08E+07,305.1852315,0.001094442,0.291214184
0,309.4864782,2.12E+07,306.4430002,2.37E-05,0.291142686
0,308.9196084,2.04E+07,305.4561787,6.23E-04,0.291071188
0,308.5055548,2.02E+07,304.7964032,5.01E-04,0.29099969
0,309.595871,2.09E+07,306.1645966,9.53E-07,0.290928192
0,309.6836891,1.88E+07,306.3901895,7.47E-04,0.290856694
0,310.1955783,1.97E+07,306.886886,3.89E-04,0.290785196
0,307.9765816,1.98E+07,303.9959087,1.72E-05,0.290713698
0,307.6999467,1.95E+07,303.2204666,6.17E-04,0.290462694
0,306.9741802,1.83E+07,302.8833268,9.38E-04,0.29021169
0,307.7565524,1.97E+07,302.7732436,0.005757385,0.289960687
0,307.1403631,1.94E+07,303.7716026,4.77E-04,0.289709683
0,307.7471313,1.87E+07,304.6526585,1.65E-04,0.289458679
0,308.239336,2.21E+07,305.710928,8.52E-07,0.289207676
9.31E-10,309.2674236,2.20E+07,306.864706,8.52E-07,0.288956672
9.31E-10,310.7286358,2.16E+07,308.0036589,1.72E-06,0.288913637
9.31E-10,311.510692,2.03E+07,308.3245436,2.13E-04,0.288870602
9.31E-10,308.1014659,1.70E+07,303.5398986,0.003701532,0.288827568
0,306.7806969,1.60E+07,303.3711077,0.002657075,0.288784533
0,307.6649532,1.83E+07,304.4113483,5.26E-04,0.288741498
0,308.1776822,1.97E+07,304.6607755,4.57E-05,0.288698463
0,309.3265591,2.06E+07,305.688296,1.30E-06,0.288655428
0,309.2103443,1.89E+07,305.5995235,3.15E-04,0.288612394
0,308.8161678,2.01E+07,305.5424792,8.52E-07,0.288569359
0,309.6072966,2.00E+07,306.6082185,1.29E-06,0.288526324
0,310.6568146,2.00E+07,307.522281,2.99E-05,0.288483289
0,310.5869147,1.98E+07,306.767259,6.47E-04,0.288440255
0,308.0518475,1.67E+07,303.676981,0.002187364,0.28839722
0,309.1188901,1.87E+07,304.7796701,6.36E-04,0.288354185
1.86E-09,309.2431234,1.86E+07,305.6812909,8.05E-04,0.28831115
9.31E-10,308.6171767,1.79E+07,304.94417,0.006094348,0.288268115
0,305.494374,1.16E+07,301.968902,0.008151552,0.288225081
0,305.9186185,1.79E+07,302.4027545,0.002482836,0.288182046
0,306.1270987,1.81E+07,303.4258753,2.94E-04,0.288139011
0,307.1506437,1.91E+07,304.6571331,1.82E-04,0.288095976
0,308.0415154,1.75E+07,305.1217575,0.00131843,0.288052941
0,307.7877337,1.72E+07,305.292963,0.001051623,0.288009907
0,308.3952738,1.83E+07,305.8097661,0.001408164,0.287966872
0,307.9490789,1.71E+07,305.3411681,0.005929365,0.287923837
0,306.1387634,1.47E+07,304.1882687,0.007411436,0.287880802
9.31E-10,305.2378178,1.35E+07,302.825833,0.055156695,0.287837768
0,304.1224085,1.21E+07,302.128123,0.028934576,0.287794733
0,303.4758879,1.06E+07,301.3425763,0.027704742,0.287751698
1.86E-09,302.7624499,9281880.125,300.6091607,0.020157628,0.287708663
9.31E-10,303.1893253,1.12E+07,301.5170269,0.00357187,0.287665628
9.31E-10,303.2709185,1.09E+07,301.3023554,0.010951305,0.287622594
0,301.4709441,5023184.75,299.6285992,0.018131877,0.287579559
9.31E-10,300.641421,3617798.5,299.3215828,0.022064437,0.287536524
9.31E-10,300.9042778,5815577.875,300.0597343,0.015718577,0.287493489
9.31E-10,302.1298313,1.06E+07,301.644736,0.00441073,0.287450454
9.31E-10,302.7166106,1.20E+07,301.2847068,0.025609292,0.28740742
0,300.8372898,4418703.375,299.2624944,0.030094843,0.287364385
0,300.3492654,5189788.75,299.3627898,0.0336374,0.28732135
9.31E-10,301.2538694,9732173.5,300.8328781,0.001018001,0.287278315
1.86E-09,302.5989685,1.69E+07,301.9686604,0.002217051,0.28723528
0,302.9634597,1.51E+07,302.0378253,0.003842756,0.287192246
0,302.7295094,1.29E+07,301.6526241,0.003072898,0.287149211
0,303.7335644,1.66E+07,302.7498239,0.006729009,0.287106176
0,303.3100471,1.28E+07,301.8962059,0.007401883,0.287063141
0,304.373024,1.78E+07,303.7211819,8.59E-04,0.287020107
9.31E-10,304.8592656,1.83E+07,303.639026,0.003834028,0.286977072
9.31E-10,303.3202864,1.34E+07,302.3639952,2.06E-04,0.286934037
9.31E-10,303.0250486,1.51E+07,301.524058,0.004014835,0.286891002
0,302.0543938,1.16E+07,300.8246072,0.007755482,0.286847967
0,301.9702435,1.27E+07,300.6118717,0.008177256,0.286804933
9.31E-10,301.7562618,1.11E+07,300.4192708,0.010623698,0.286761898
0,302.0794106,1.28E+07,300.9716911,0.003407351,0.286718863
9.31E-10,302.2862066,1.33E+07,301.4630527,0.002297422,0.286675828
0,301.8304164,1.03E+07,301.172088,0.002080254,0.286632793
9.31E-10,302.1287689,1.23E+07,301.3199863,0.006830883,0.286589759
0,301.4862741,8178554.375,300.6643124,0.010725867,0.286546724
1.86E-09,301.7880637,9412943.75,300.5619939,0.011875644,0.286503689
9.31E-10,301.6049201,9992570.625,300.4814173,0.009778771,0.286460654
9.31E-10,301.6575718,8897098.125,300.8241056,0.011825633,0.28641762
0,300.7577095,5404366.75,300.0241216,0.01157738,0.286374585
0,301.3303038,9822594.125,300.8482494,0.014489971,0.28633155
9.31E-10,301.5125631,1.02E+07,300.7271392,0.009295464,0.286288515
0,302.1525129,1.05E+07,301.3625755,0.010997212,0.28624548
9.31E-10,301.881766,8986816.875,301.1461029,0.014728798,0.286202446
9.31E-10,301.9183273,1.04E+07,300.836436,0.023246633,0.286159411
0,301.8314451,9810063.5,301.0857798,0.00630711,0.286116376
0,301.7655055,8655884.375,300.7700825,0.004502349,0.286073341
0,301.5725962,8300358.375,300.3979041,0.013717055,0.286030306
0,301.8262844,1.17E+07,301.5407079,0.009802558,0.285987272
0,302.0049273,1.30E+07,301.9681104,0.003607534,0.285944237
0,302.0862192,1.29E+07,301.4395332,0.00262982,0.285901202
0,302.6442668,1.36E+07,301.5445792,0.001818324,0.285858167
0,303.1154957,1.50E+07,301.9201241,0.002127306,0.285815133
9.31E-10,303.2985617,1.61E+07,302.7315763,7.77E-04,0.285772098
0,303.7889544,1.72E+07,302.8101247,8.49E-04,0.285729063
9.31E-10,302.8716431,1.22E+07,301.5404962,0.014612817,0.285686028
0,301.8178946,1.08E+07,301.0428727,0.010732723,0.285642993
0,302.5170422,1.55E+07,301.8499031,0.001644316,0.285599959
0,302.6548424,1.47E+07,301.8232759,0.002671795,0.285556924
0,302.7799053,1.38E+07,301.765077,0.009573706,0.285513889
1.86E-09,301.9784584,1.02E+07,300.5517546,0.005218253,0.285470854
9.31E-10,303.3008753,1.63E+07,301.7191251,0.001966109,0.285427819
9.31E-10,302.6899433,1.21E+07,301.284111,0.006302666,0.285384785
0,302.0430635,9957688.625,300.8378665,0.004695574,0.28534175
0,301.9289818,9408223.25,300.7871024,0.011234393,0.285298715
0,300.500337,6102001.5,300.0856578,0.002793923,0.28525568
0,301.9931666,1.53E+07,301.5301781,0.009301386,0.285212646
0,301.685358,1.22E+07,301.0140285,0.014486959,0.285169611
0,301.4964975,1.02E+07,300.307532,0.021882272,0.285126576
0,301.4165001,1.02E+07,300.1352266,0.015393138,0.285083541
0,301.035607,1.10E+07,299.8856812,0.005721799,0.285040506
0,301.7570616,1.51E+07,300.902544,0.001508373,0.284997472
0,302.3638738,1.66E+07,301.735171,5.68E-04,0.284954437
0,302.7106145,1.70E+07,301.7782027,6.68E-04,0.284911402
0,302.7563178,1.58E+07,301.6119359,0.001393047,0.284868367
9.31E-10,302.6864815,1.62E+07,301.2353484,5.79E-04,0.284825332
0,302.5612138,1.57E+07,301.2590574,9.22E-04,0.284782298
0,302.5136464,1.68E+07,301.7371235,9.49E-05,0.284739263
0,302.8248749,1.67E+07,302.1779321,2.60E-04,0.284696228
0,303.2412752,1.66E+07,302.6076934,2.14E-04,0.284653193
9.31E-10,303.0821349,1.78E+07,302.0659199,5.11E-06,0.284610159
9.31E-10,303.0281258,1.61E+07,302.0536626,6.25E-04,0.284567124
0,303.0973733,1.48E+07,301.8399696,7.95E-04,0.284524089
9.31E-10,303.3121128,1.50E+07,301.7738355,0.002701342,0.284481054
9.31E-10,303.4065463,1.46E+07,302.2944514,9.95E-04,0.284438019
0,303.7716325,1.61E+07,302.7691778,0.004467848,0.284394985
0,302.3929927,1.21E+07,301.0463988,0.00582711,0.28435195
0,302.9676151,1.62E+07,301.8237101,9.26E-05,0.284308915
0,303.3125394,1.58E+07,301.838604,0.010362534,0.28426588
0,299.9441814,2731505.625,298.5243619,0.051588643,0.284222845
0,299.6473052,4742697.881,298.7955189,0.044949717,0.284179811
0,299.9988632,7865654.496,299.3633804,0.007778481,0.284136776
0,300.6208216,1.00E+07,299.6030121,0.00171371,0.284093741
0,301.4695568,1.54E+07,300.4939817,2.02E-04,0.284050706
1.86E-09,301.7695134,1.64E+07,300.7959544,3.83E-05,0.284007672
9.31E-10,301.6626867,1.62E+07,300.7113743,1.57E-04,0.283964637
0,301.5052191,1.50E+07,300.5622196,1.35E-04,0.283921602
0,301.8628705,1.50E+07,300.919803,7.38E-04,0.283878567
0,302.0932115,1.46E+07,301.1498292,7.27E-04,0.283835532
0,301.7411245,1.46E+07,300.5910136,4.44E-04,0.283792498
0,301.5524883,1.54E+07,300.3358669,3.59E-04,0.283749463
0,301.5692081,1.58E+07,300.3437684,1.04E-04,0.283706428
0,301.6045774,1.46E+07,300.6324851,3.35E-04,0.283663393
0,301.9744504,1.48E+07,301.2960561,1.21E-04,0.283620358
0,301.8074226,1.56E+07,301.0256812,5.00E-06,0.283577324
0,301.50302,1.63E+07,300.639197,8.58E-07,0.283534289
0,301.4226468,1.62E+07,300.4570122,2.78E-06,0.283491254
0,301.4597352,1.43E+07,300.5913041,2.97E-04,0.283448219
0,301.4952634,1.46E+07,300.3307432,3.06E-04,0.282167083
0,301.4928055,1.44E+07,300.3358339,2.62E-04,0.280885947
0,300.927501,1.42E+07,299.9591363,1.43E-06,0.27960481
0,300.2088337,1.57E+07,299.2375552,8.52E-07,0.278323674
0,299.9494578,1.61E+07,298.8551165,4.41E-07,0.277042538
0,299.1878382,1.61E+07,298.3300495,0,0.280258313
0,299.2021338,1.59E+07,298.4232254,1.29E-06,0.283474088
0,299.5342216,1.55E+07,298.5390085,4.35E-07,0.283633803
0,300.2409147,1.52E+07,299.4496053,1.74E-06,0.283793518
0,301.0412636,1.45E+07,300.8146146,8.52E-07,0.283953233
0,301.4988035,1.42E+07,300.6155523,8.12E-05,0.284112949
0,300.3404217,1.53E+07,298.9515635,1.72E-06,0.284272664
0,299.0128282,1.54E+07,298.1154213,0,0.284432379
0,298.9398155,1.52E+07,297.9786733,8.52E-07,0.284592094
0,298.0190722,1.54E+07,296.9743805,8.52E-07,0.28475181
9.31E-10,297.640686,1.53E+07,296.1135756,0,0.284911525
9.31E-10,297.4801083,1.50E+07,295.8575465,0,0.28507124
9.31E-10,297.5493609,1.49E+07,295.923659,8.52E-07,0.285230955
0,297.8844973,1.47E+07,296.3323638,8.60E-07,0.28539067
0,297.8679689,1.40E+07,296.0176875,1.61E-04,0.285550386
0,297.3740152,1.45E+07,295.7871482,1.71E-06,0.283783263
0,297.283411,1.29E+07,295.8216839,1.53E-06,0.28201614
0,297.5936502,1.25E+07,295.9305693,2.53E-04,0.280249017
0,297.852452,1.22E+07,296.1065019,1.73E-04,0.278481895
0,297.9945914,1.27E+07,296.2045021,1.71E-04,0.276714772
0,297.9447467,1.36E+07,296.4641889,2.17E-06,0.30433473
0,297.9452209,1.37E+07,296.152977,2.58E-06,0.331954688
9.31E-10,297.7857234,1.37E+07,295.8938014,8.66E-07,0.326743793
0,297.7117392,1.27E+07,295.8436553,2.05E-06,0.321532899
0,297.7482395,1.31E+07,295.8081474,4.64E-07,0.316322005
0,297.6315212,1.32E+07,295.724034,5.92E-06,0.31111111
0,297.3338935,1.34E+07,295.3735345,0,0.305900216
0,296.9118589,1.33E+07,294.699077,8.61E-07,0.305730309
0,296.2052504,1.35E+07,294.0751343,8.52E-07,0.305560403
0,295.8023179,1.34E+07,294.2358964,0,0.305390496
0,295.7293237,1.29E+07,293.7833551,9.31E-09,0.305220589
0,295.6633689,1.26E+07,293.9569187,1.29E-06,0.305050682
1.86E-09,295.8375155,1.23E+07,294.1391328,7.73E-05,0.304880776
0,295.8617541,1.17E+07,294.0686811,8.52E-07,0.304710869
0,296.0659758,1.22E+07,294.3211244,2.15E-06,0.304540962
0,296.188872,1.10E+07,294.8436578,4.35E-07,0.306668478
0,294.7791004,1.29E+07,292.5085589,0,0.308795995
0,293.0776501,1.32E+07,290.4058584,4.35E-07,0.310923511
0,292.8606739,1.30E+07,290.6553993,0,0.313051027
0,292.5418943,1.30E+07,289.9388625,1.27E-06,0.315178543
0,292.5109577,1.28E+07,290.1447023,8.52E-07,0.322494179
0,292.4847183,1.27E+07,290.0368996,1.29E-06,0.329809815
0,292.9231059,1.26E+07,291.1867104,0,0.321498036
0,292.6073564,1.26E+07,290.5603511,4.26E-07,0.313186258
0,292.3802821,1.26E+07,290.6607221,2.14E-06,0.30487448
0,292.3953222,1.23E+07,290.6346626,8.70E-07,0.311905697
0,292.5990136,1.23E+07,290.5526619,8.58E-07,0.318936914
9.31E-10,292.1800245,1.23E+07,289.761062,0,0.318562135
0,291.8657761,1.23E+07,289.6764921,9.20E-07,0.318187356
0,292.0011667,1.08E+07,290.1454264,8.52E-07,0.317812577
0,292.4920737,1.03E+07,290.6526286,4.35E-07,0.317437798
0,292.2986781,5025661.5,291.1005567,3.93E-06,0.317063019
0,293.6302764,8938004,292.5101897,3.04E-04,0.31668824
0,293.5437323,1.05E+07,291.8298105,1.29E-06,0.31631346
9.31E-10,293.1100909,1.17E+07,291.1259435,8.52E-07,0.315938681
0,293.2251752,1.14E+07,291.1045278,0,0.313894117
9.31E-10,293.9612598,1.17E+07,292.0749817,8.52E-07,0.311849552
9.31E-10,294.0669931,1.01E+07,292.3069789,9.17E-04,0.309804988
0,293.4465478,9292127.25,291.6563854,6.58E-04,0.307760423
9.31E-10,292.4821866,1.12E+07,290.1616713,1.06E-06,0.305715859
0,291.2470112,1.19E+07,288.8500487,1.73E-06,0.307974696
0,291.0645688,1.20E+07,289.146066,0,0.310233533
0,290.2561347,1.22E+07,288.08918,8.79E-07,0.309678065
0,289.7901179,1.20E+07,287.3351084,1.72E-06,0.309122597
1.86E-09,289.6929499,1.17E+07,287.3169867,4.26E-07,0.308567129
0,290.2753633,1.02E+07,288.0652593,1.14E-06,0.30801166
1.86E-09,290.8052934,9050670.25,289.0843728,7.28E-07,0.307456192
0,291.7123852,1.08E+07,289.5494963,2.89E-06,0.306900724
